name,measure,rarefied,value
CHOMP-221,Faith PD,Raw,2.21453019006563
CHOMP-221,Richness,Rarefied,9.785499293340914
CHOMP-221,Shannon,Rarefied,1.7278209514997922
CHOMP-221,Faith PD,Rarefied,2.21453019006563
CHOMP-222,Richness,Raw,16
CHOMP-222,Shannon,Raw,2.104734818555563
CHOMP-222,Faith PD,Raw,3.7273629884996753
CHOMP-222,Richness,Rarefied,15.627955355147018
CHOMP-222,Shannon,Rarefied,2.133044669714017
CHOMP-222,Faith PD,Rarefied,3.309900746637707
CHOMP-223,Richness,Raw,4
CHOMP-223,Shannon,Raw,0.4000741555443858
CHOMP-223,Faith PD,Raw,1.4090194475941793
CHOMP-223,Richness,Rarefied,3.504226478805482
CHOMP-223,Shannon,Rarefied,0.3900349261474613
CHOMP-223,Faith PD,Rarefied,1.4090194475941793
CHOMP-224,Richness,Raw,6
CHOMP-224,Shannon,Raw,0.5993606082347497
CHOMP-224,Faith PD,Raw,1.8280897173064228
CHOMP-224,Richness,Rarefied,5.941889241613895
CHOMP-224,Shannon,Rarefied,0.6203573867406333
CHOMP-224,Faith PD,Rarefied,1.8280897173064228
CHOMP-225,Richness,Raw,12
CHOMP-225,Shannon,Raw,1.6979771100829602
CHOMP-225,Faith PD,Raw,2.9900886776274036
CHOMP-225,Richness,Rarefied,11.992119772739287
CHOMP-225,Shannon,Rarefied,1.6759490620030613
CHOMP-225,Faith PD,Rarefied,2.9900886776274036
CHOMP-226,Richness,Raw,7
CHOMP-226,Shannon,Raw,1.6018931733364363
CHOMP-226,Faith PD,Raw,1.8427880330907862
CHOMP-226,Richness,Rarefied,6.468726433311701
CHOMP-226,Shannon,Rarefied,1.6093939836890223
CHOMP-226,Faith PD,Rarefied,1.5957436947237602
CHOMP-227,Richness,Raw,10
CHOMP-227,Shannon,Raw,1.0384758416903463
CHOMP-227,Faith PD,Raw,2.450382257482789
CHOMP-227,Richness,Rarefied,9.953244901043075
CHOMP-227,Shannon,Rarefied,1.1208782313225858
CHOMP-227,Faith PD,Rarefied,2.450382257482789
CHOMP-228,Richness,Raw,10
CHOMP-228,Shannon,Raw,1.973350753031461
CHOMP-228,Faith PD,Raw,3.2814143714528368
CHOMP-228,Richness,Rarefied,9.1328681387326
CHOMP-228,Shannon,Rarefied,1.9343931504059286
CHOMP-228,Faith PD,Rarefied,3.1103819726349458
CHOMP-229,Richness,Raw,2
CHOMP-229,Shannon,Raw,0.21211552885695226
CHOMP-229,Faith PD,Raw,1.2388156927259262
CHOMP-229,Richness,Rarefied,2
CHOMP-229,Shannon,Rarefied,0.21581648345961607
CHOMP-229,Faith PD,Rarefied,1.2388156927259262
CHOMP-230,Richness,Raw,13
CHOMP-230,Shannon,Raw,1.777690539965349
CHOMP-230,Faith PD,Raw,3.6608917174105136
CHOMP-230,Richness,Rarefied,12.878811296716032
CHOMP-230,Shannon,Rarefied,1.7878495356384865
CHOMP-230,Faith PD,Rarefied,3.6608917174105136
CHOMP-231,Richness,Raw,16
CHOMP-231,Shannon,Raw,1.9135874359121707
CHOMP-231,Faith PD,Raw,3.7394349291681652
CHOMP-231,Richness,Rarefied,15.916673436112303
CHOMP-231,Shannon,Rarefied,1.9005118786998527
CHOMP-231,Faith PD,Rarefied,3.7394349291681652
CHOMP-232,Richness,Raw,8
CHOMP-232,Shannon,Raw,0.7264792488447466
CHOMP-232,Faith PD,Raw,2.1059926423988204
CHOMP-232,Richness,Rarefied,7.0351012739037975
CHOMP-232,Shannon,Rarefied,0.707491554098247
CHOMP-232,Faith PD,Rarefied,2.024055165405029
CHOMP-233,Richness,Raw,4
CHOMP-233,Shannon,Raw,0.31278347280363505
CHOMP-233,Faith PD,Raw,1.3711856669410307
CHOMP-233,Richness,Rarefied,3.82163897269522
CHOMP-233,Shannon,Rarefied,0.3338724523450173
CHOMP-233,Faith PD,Rarefied,1.3711856669410307
CHOMP-234,Richness,Raw,7
CHOMP-234,Shannon,Raw,0.7587456973948833
CHOMP-234,Faith PD,Raw,2.387232121737784
CHOMP-234,Richness,Rarefied,6.998411413704034
CHOMP-234,Shannon,Rarefied,0.7889040376944709
CHOMP-234,Faith PD,Rarefied,2.387232121737784
CHOMP-235,Richness,Raw,7
CHOMP-235,Shannon,Raw,1.621133614430328
CHOMP-235,Faith PD,Raw,2.0876597670760493
CHOMP-235,Richness,Rarefied,6.999999222542588
CHOMP-235,Shannon,Rarefied,1.60593882299126
CHOMP-235,Faith PD,Rarefied,2.0876597670760493
CHOMP-236,Richness,Raw,5
CHOMP-236,Shannon,Raw,1.3223078972138804
CHOMP-236,Faith PD,Raw,1.7432740449658104
CHOMP-236,Richness,Rarefied,5
CHOMP-236,Shannon,Rarefied,1.3275544489814823
CHOMP-236,Faith PD,Rarefied,1.7432740449658104
CHOMP-237,Richness,Raw,8
CHOMP-237,Shannon,Raw,1.8160446707372255
CHOMP-237,Faith PD,Raw,2.1714302264266063
CHOMP-237,Richness,Rarefied,7.999999970141143
CHOMP-237,Shannon,Rarefied,1.7932592089667567
CHOMP-237,Faith PD,Rarefied,2.1714302264266063
CHOMP-238,Richness,Raw,6
CHOMP-238,Shannon,Raw,1.15454715153226
CHOMP-238,Faith PD,Raw,2.369053198628428
CHOMP-238,Richness,Rarefied,5.999986651016408
CHOMP-238,Shannon,Rarefied,1.1106110634798725
CHOMP-238,Faith PD,Rarefied,2.369053198628428
CHOMP-239,Richness,Raw,7
CHOMP-239,Shannon,Raw,1.4907615223822832
CHOMP-239,Faith PD,Raw,2.1397769773335154
CHOMP-239,Richness,Rarefied,6.999999890328595
CHOMP-239,Shannon,Rarefied,1.4877426255699726
CHOMP-239,Faith PD,Rarefied,2.1397769773335154
CHOMP-240,Richness,Raw,13
CHOMP-240,Shannon,Raw,1.5478241917743796
CHOMP-240,Faith PD,Raw,3.4093310547655866
CHOMP-240,Richness,Rarefied,12.105214765212967
CHOMP-240,Shannon,Rarefied,1.5181675224561846
CHOMP-240,Faith PD,Rarefied,2.991868812903618
CHOMP-241,Richness,Raw,12
CHOMP-241,Shannon,Raw,1.6207300929743023
CHOMP-241,Faith PD,Raw,2.8582629701890916
CHOMP-241,Richness,Rarefied,11.997197545615968
CHOMP-241,Shannon,Rarefied,1.6302856347707222
CHOMP-241,Faith PD,Rarefied,2.8582629701890916
CHOMP-242,Richness,Raw,1
CHOMP-242,Shannon,Raw,0
CHOMP-242,Faith PD,Raw,0.04316026740309143
CHOMP-242,Richness,Rarefied,NA
CHOMP-242,Shannon,Rarefied,NA
CHOMP-242,Faith PD,Rarefied,NA
CHOMP-243,Richness,Raw,3
CHOMP-243,Shannon,Raw,0.8707806584305484
CHOMP-243,Faith PD,Raw,0.8736259388711604
CHOMP-243,Richness,Rarefied,3
CHOMP-243,Shannon,Rarefied,0.880849340299277
CHOMP-243,Faith PD,Rarefied,0.8736259388711604
CHOMP-244,Richness,Raw,8
CHOMP-244,Shannon,Raw,0.3801393067241966
CHOMP-244,Faith PD,Raw,2.6957967230653574
CHOMP-244,Richness,Rarefied,7.097908740090716
CHOMP-244,Shannon,Rarefied,0.3800011351304603
CHOMP-244,Faith PD,Rarefied,2.6957967230653574
CHOMP-245,Richness,Raw,12
CHOMP-245,Shannon,Raw,1.427711056106179
CHOMP-245,Faith PD,Raw,2.993900551839693
CHOMP-245,Richness,Rarefied,11.90855378378329
CHOMP-245,Shannon,Rarefied,1.4514179351974108
CHOMP-245,Faith PD,Rarefied,2.993900551839693
CHOMP-246,Richness,Raw,10
CHOMP-246,Shannon,Raw,0.6943306333484844
CHOMP-246,Faith PD,Raw,1.898307432865898
CHOMP-246,Richness,Rarefied,8.87008507353885
CHOMP-246,Shannon,Rarefied,0.7403271995934815
CHOMP-246,Faith PD,Rarefied,1.898307422865898
CHOMP-247,Richness,Raw,8
CHOMP-247,Shannon,Raw,1.6796599614660452
CHOMP-247,Faith PD,Raw,1.8904924714488098
CHOMP-247,Richness,Rarefied,7.999999962638197
CHOMP-247,Shannon,Rarefied,1.6893166857678712
CHOMP-247,Faith PD,Rarefied,1.8904924714488098
CHOMP-248,Richness,Raw,7
CHOMP-248,Shannon,Raw,1.0215710511939784
CHOMP-248,Faith PD,Raw,2.1184071307541306
CHOMP-248,Richness,Rarefied,6.99990952580402
CHOMP-248,Shannon,Rarefied,0.9742450238434546
CHOMP-248,Faith PD,Rarefied,2.1184071307541306
CHOMP-249,Richness,Raw,7
CHOMP-249,Shannon,Raw,1.3616107863076734
CHOMP-249,Faith PD,Raw,2.005746385856154
CHOMP-249,Richness,Rarefied,6.863071260268184
CHOMP-249,Shannon,Rarefied,1.3435256625609786
CHOMP-249,Faith PD,Rarefied,2.005746385856154
CHOMP-250,Richness,Raw,9
CHOMP-250,Shannon,Raw,0.5078002938143027
CHOMP-250,Faith PD,Raw,2.6706677962322063
CHOMP-250,Richness,Rarefied,7.300154751237523
CHOMP-250,Shannon,Rarefied,0.4780122937661849
CHOMP-250,Faith PD,Rarefied,2.6706677962322063
CHOMP-251,Richness,Raw,17
CHOMP-251,Shannon,Raw,1.3220641761486072
CHOMP-251,Faith PD,Raw,3.3945091856933507
CHOMP-251,Richness,Rarefied,15.657870618197776
CHOMP-251,Shannon,Rarefied,1.3374201066802927
CHOMP-251,Faith PD,Rarefied,3.256149342796866
CHOMP-252,Richness,Raw,17
CHOMP-252,Shannon,Raw,1.2005447391267505
CHOMP-252,Faith PD,Raw,4.0243350673282805
CHOMP-252,Richness,Rarefied,15.56084040239789
CHOMP-252,Shannon,Rarefied,1.214657075713445
CHOMP-252,Faith PD,Rarefied,3.5466388934420623
CHOMP-253,Richness,Raw,11
CHOMP-253,Shannon,Raw,1.1991828132256774
CHOMP-253,Faith PD,Raw,2.5428612259465577
CHOMP-253,Richness,Rarefied,10.999057144939545
CHOMP-253,Shannon,Rarefied,1.1302192497926487
CHOMP-253,Faith PD,Rarefied,2.5428612259465577
CHOMP-254,Richness,Raw,13
CHOMP-254,Shannon,Raw,1.8894440614225108
CHOMP-254,Faith PD,Raw,3.84230396889879
CHOMP-254,Richness,Rarefied,12.204762270731653
CHOMP-254,Shannon,Rarefied,1.877917398528866
CHOMP-254,Faith PD,Rarefied,3.6917523915202395
CHOMP-255,Richness,Raw,10
CHOMP-255,Shannon,Raw,1.1229067586192811
CHOMP-255,Faith PD,Raw,2.655756884445636
CHOMP-255,Richness,Rarefied,9.996714187031488
CHOMP-255,Shannon,Rarefied,1.047344281665732
CHOMP-255,Faith PD,Rarefied,2.655756884445636
CHOMP-256,Richness,Raw,7
CHOMP-256,Shannon,Raw,1.424512507153805
CHOMP-256,Faith PD,Raw,2.3949817225547703
CHOMP-256,Richness,Rarefied,6.99691628381311
CHOMP-256,Shannon,Rarefied,1.4111402175655554
CHOMP-256,Faith PD,Rarefied,2.3949817225547703
CHOMP-257,Richness,Raw,8
CHOMP-257,Shannon,Raw,0.6776181521220496
CHOMP-257,Faith PD,Raw,2.32451261049858
CHOMP-257,Richness,Rarefied,7.494436802764202
CHOMP-257,Shannon,Rarefied,0.6806497444815109
CHOMP-257,Faith PD,Rarefied,2.32451261049858
CHOMP-258,Richness,Raw,7
CHOMP-258,Shannon,Raw,0.7807368062494396
CHOMP-258,Faith PD,Raw,1.942697438096496
CHOMP-258,Richness,Rarefied,6.999999945968855
CHOMP-258,Shannon,Rarefied,0.7495145384976195
CHOMP-258,Faith PD,Rarefied,1.942697438096496
CHOMP-259,Richness,Raw,14
CHOMP-259,Shannon,Raw,1.7143025119416206
CHOMP-259,Faith PD,Raw,3.5048177876944493
CHOMP-259,Richness,Rarefied,11.986301072496778
CHOMP-259,Shannon,Rarefied,1.74342777313554
CHOMP-259,Faith PD,Rarefied,3.1508569923385505
CHOMP-260,Richness,Raw,18
CHOMP-260,Shannon,Raw,0.993944188496543
CHOMP-260,Faith PD,Raw,3.9998093351303785
CHOMP-260,Richness,Rarefied,15.604318215649313
CHOMP-260,Shannon,Rarefied,0.9614762335726423
CHOMP-260,Faith PD,Rarefied,3.3466153596002863
CHOMP-261,Richness,Raw,2
CHOMP-261,Shannon,Raw,0.4333988732907457
CHOMP-261,Faith PD,Raw,1.0014980802859599
CHOMP-261,Richness,Rarefied,NA
CHOMP-261,Shannon,Rarefied,NA
CHOMP-261,Faith PD,Rarefied,NA
CHOMP-262,Richness,Raw,22
CHOMP-262,Shannon,Raw,2.264939896310069
CHOMP-262,Faith PD,Raw,4.967674818797388
CHOMP-262,Richness,Rarefied,20.877468879359093
CHOMP-262,Shannon,Rarefied,2.273325998213484
CHOMP-262,Faith PD,Rarefied,4.943718334162824
CHOMP-263,Richness,Raw,17
CHOMP-263,Shannon,Raw,0.8412920188608399
CHOMP-263,Faith PD,Raw,4.177769328213015
CHOMP-263,Richness,Rarefied,13.830356705219835
CHOMP-263,Shannon,Rarefied,0.8027361325844051
CHOMP-263,Faith PD,Rarefied,2.4662204626242445
CHOMP-264,Richness,Raw,14
CHOMP-264,Shannon,Raw,1.7971548521831828
CHOMP-264,Faith PD,Raw,3.0726312698778653
CHOMP-264,Richness,Rarefied,13.172782591554453
CHOMP-264,Shannon,Rarefied,1.7595123469921636
CHOMP-264,Faith PD,Rarefied,2.9270779175271056
CHOMP-265,Richness,Raw,12
CHOMP-265,Shannon,Raw,1.2657493456791147
CHOMP-265,Faith PD,Raw,3.0345763665889964
CHOMP-265,Richness,Rarefied,10.82967851182548
CHOMP-265,Shannon,Rarefied,1.2505106890125606
CHOMP-265,Faith PD,Rarefied,2.7162836474095977
CHOMP-266,Richness,Raw,21
CHOMP-266,Shannon,Raw,1.4799798179515042
CHOMP-266,Faith PD,Raw,3.9485549190278584
CHOMP-266,Richness,Rarefied,18.357351553077617
CHOMP-266,Shannon,Rarefied,1.534858997577188
CHOMP-266,Faith PD,Rarefied,3.905394651624767
CHOMP-267,Richness,Raw,12
CHOMP-267,Shannon,Raw,1.0238543531305981
CHOMP-267,Faith PD,Raw,2.748086750844218
CHOMP-267,Richness,Rarefied,10.50348841323244
CHOMP-267,Shannon,Rarefied,0.9822320496500759
CHOMP-267,Faith PD,Rarefied,2.2606335159276845
CHOMP-268,Richness,Raw,6
CHOMP-268,Shannon,Raw,0.7088357466451116
CHOMP-268,Faith PD,Raw,1.4952012879031669
CHOMP-268,Richness,Rarefied,5.717833770585201
CHOMP-268,Shannon,Rarefied,0.735417441000189
CHOMP-268,Faith PD,Rarefied,1.3034413975895596
CHOMP-269,Richness,Raw,11
CHOMP-269,Shannon,Raw,1.048452987580672
CHOMP-269,Faith PD,Raw,2.8205934663972485
CHOMP-269,Richness,Rarefied,7.630038550441919
CHOMP-269,Shannon,Rarefied,1.012028429534545
CHOMP-269,Faith PD,Rarefied,1.980319621424143
CHOMP-270,Richness,Raw,12
CHOMP-270,Shannon,Raw,1.6322278943996773
CHOMP-270,Faith PD,Raw,3.375921387758712
CHOMP-270,Richness,Rarefied,11.767720073758701
CHOMP-270,Shannon,Rarefied,1.6034544698698618
CHOMP-270,Faith PD,Rarefied,3.375921387758712
CHOMP-271,Richness,Raw,10
CHOMP-271,Shannon,Raw,1.7316770048104957
CHOMP-271,Faith PD,Raw,2.1673264123821894
CHOMP-271,Richness,Rarefied,9.659989427765698
CHOMP-271,Shannon,Rarefied,1.7342108275716133
CHOMP-271,Faith PD,Rarefied,2.046547203340391
CHOMP-272,Richness,Raw,12
CHOMP-272,Shannon,Raw,1.3340501913617
CHOMP-272,Faith PD,Raw,3.1866664298950904
CHOMP-272,Richness,Rarefied,10.759203725456999
CHOMP-272,Shannon,Rarefied,1.368303961306514
CHOMP-272,Faith PD,Rarefied,3.1866664298950904
CHOMP-273,Richness,Raw,3
CHOMP-273,Shannon,Raw,0.9338238517147219
CHOMP-273,Faith PD,Raw,1.4455878921803853
CHOMP-273,Richness,Rarefied,NA
CHOMP-273,Shannon,Rarefied,NA
CHOMP-273,Faith PD,Rarefied,NA
CHOMP-274,Richness,Raw,21
CHOMP-274,Shannon,Raw,1.47651689235966
CHOMP-274,Faith PD,Raw,3.7928267627531174
CHOMP-274,Richness,Rarefied,17.867769484500037
CHOMP-274,Shannon,Rarefied,1.4704012938939899
CHOMP-274,Faith PD,Rarefied,3.3255615458157726
CHOMP-275,Richness,Raw,23
CHOMP-275,Shannon,Raw,1.5808005699364263
CHOMP-275,Faith PD,Raw,5.50324078565543
CHOMP-275,Richness,Rarefied,20.68891449911
CHOMP-275,Shannon,Rarefied,1.5221148013993289
CHOMP-275,Faith PD,Rarefied,5.032028654115087
CHOMP-276,Richness,Raw,9
CHOMP-276,Shannon,Raw,1.0305761999904441
CHOMP-276,Faith PD,Raw,2.370421451111052
CHOMP-276,Richness,Rarefied,8.725590568390503
CHOMP-276,Shannon,Rarefied,1.01243333651015
CHOMP-276,Faith PD,Rarefied,2.370421451111052
CHOMP-277,Richness,Raw,7
CHOMP-277,Shannon,Raw,0.7248961644512976
CHOMP-277,Faith PD,Raw,2.2491546372648914
CHOMP-277,Richness,Rarefied,6.342949336010768
CHOMP-277,Shannon,Rarefied,0.7035265884856573
CHOMP-277,Faith PD,Rarefied,2.2491546272648915
CHOMP-278,Richness,Raw,17
CHOMP-278,Shannon,Raw,1.4965710390862617
CHOMP-278,Faith PD,Raw,3.608477482814261
CHOMP-278,Richness,Rarefied,14.713810169755753
CHOMP-278,Shannon,Rarefied,1.4937265261150923
CHOMP-278,Faith PD,Rarefied,3.4109528756607874
CHOMP-279,Richness,Raw,7
CHOMP-279,Shannon,Raw,0.7184127921322323
CHOMP-279,Faith PD,Raw,2.0329018517402933
CHOMP-279,Richness,Rarefied,6.980739112298395
CHOMP-279,Shannon,Rarefied,0.7392513751959762
CHOMP-279,Faith PD,Rarefied,2.0329018517402933
CHOMP-280,Richness,Raw,9
CHOMP-280,Shannon,Raw,0.8206198725403043
CHOMP-280,Faith PD,Raw,2.4810708230422165
CHOMP-280,Richness,Rarefied,7.676538439077717
CHOMP-280,Shannon,Rarefied,0.7736508787952934
CHOMP-280,Faith PD,Rarefied,2.320426021093502
CHOMP-281,Richness,Raw,8
CHOMP-281,Shannon,Raw,0.6459599941839512
CHOMP-281,Faith PD,Raw,2.536044705319957
CHOMP-281,Richness,Rarefied,7.546173191822017
CHOMP-281,Shannon,Rarefied,0.6131025295945538
CHOMP-281,Faith PD,Rarefied,2.1644027298770343
CHOMP-282,Richness,Raw,11
CHOMP-282,Shannon,Raw,1.5049915964697551
CHOMP-282,Faith PD,Raw,2.4980055834295776
CHOMP-282,Richness,Rarefied,10.162542567361728
CHOMP-282,Shannon,Rarefied,1.5087454457754828
CHOMP-282,Faith PD,Rarefied,2.4980055834295776
CHOMP-283,Richness,Raw,16
CHOMP-283,Shannon,Raw,1.0373588675669538
CHOMP-283,Faith PD,Raw,3.663376850003529
CHOMP-283,Richness,Rarefied,14.617700100874389
CHOMP-283,Shannon,Rarefied,1.060352648273161
CHOMP-283,Faith PD,Rarefied,3.596681482619421
CHOMP-284,Richness,Raw,6
CHOMP-284,Shannon,Raw,0.8260897887187106
CHOMP-284,Faith PD,Raw,2.029392962934142
CHOMP-284,Richness,Rarefied,NA
CHOMP-284,Shannon,Rarefied,NA
CHOMP-284,Faith PD,Rarefied,NA
CHOMP-285,Richness,Raw,16
CHOMP-285,Shannon,Raw,1.4623842578543436
CHOMP-285,Faith PD,Raw,4.388289315839601
CHOMP-285,Richness,Rarefied,14.546133103350634
CHOMP-285,Shannon,Rarefied,1.4730548679756237
CHOMP-285,Faith PD,Rarefied,3.9801850612903404
CHOMP-286,Richness,Raw,22
CHOMP-286,Shannon,Raw,1.6191023256697445
CHOMP-286,Faith PD,Raw,5.208478607247952
CHOMP-286,Richness,Rarefied,19.074295164886422
CHOMP-286,Shannon,Rarefied,1.6235212291004366
CHOMP-286,Faith PD,Rarefied,4.711299487906331
CHOMP-287,Richness,Raw,8
CHOMP-287,Shannon,Raw,1.0208057823948198
CHOMP-287,Faith PD,Raw,2.158304145047141
CHOMP-287,Richness,Rarefied,7.363226785157727
CHOMP-287,Shannon,Rarefied,1.0107873384488657
CHOMP-287,Faith PD,Rarefied,2.158304145047141
CHOMP-288,Richness,Raw,11
CHOMP-288,Shannon,Raw,0.5101474826621086
CHOMP-288,Faith PD,Raw,3.016142201129906
CHOMP-288,Richness,Rarefied,8.814659094571192
CHOMP-288,Shannon,Rarefied,0.49603742381903726
CHOMP-288,Faith PD,Rarefied,2.5742935931727184
CHOMP-289,Richness,Raw,17
CHOMP-289,Shannon,Raw,1.6201799017316445
CHOMP-289,Faith PD,Raw,3.264014685344242
CHOMP-289,Richness,Rarefied,14.338709363143076
CHOMP-289,Shannon,Rarefied,1.5509985848792174
CHOMP-289,Faith PD,Rarefied,3.1820771983504503
CHOMP-290,Richness,Raw,8
CHOMP-290,Shannon,Raw,1.2671691004483234
CHOMP-290,Faith PD,Raw,1.890971116297522
CHOMP-290,Richness,Rarefied,7.971215405923099
CHOMP-290,Shannon,Rarefied,1.2326412498555723
CHOMP-290,Faith PD,Rarefied,1.890971116297522
CHOMP-291,Richness,Raw,5
CHOMP-291,Shannon,Raw,1.3079434618962809
CHOMP-291,Faith PD,Raw,1.6411955467224641
CHOMP-291,Richness,Rarefied,4.879718583972501
CHOMP-291,Shannon,Rarefied,1.2917014752995697
CHOMP-291,Faith PD,Rarefied,1.4474603039260927
CHOMP-292,Richness,Raw,14
CHOMP-292,Shannon,Raw,0.8417131940805667
CHOMP-292,Faith PD,Raw,3.9218059305490813
CHOMP-292,Richness,Rarefied,9.208032500132939
CHOMP-292,Shannon,Rarefied,0.8735006377654918
CHOMP-292,Faith PD,Rarefied,3.4456576886680614
CHOMP-293,Richness,Raw,5
CHOMP-293,Shannon,Raw,0.7364702383056437
CHOMP-293,Faith PD,Raw,1.5445126612955116
CHOMP-293,Richness,Rarefied,4.696503044169809
CHOMP-293,Shannon,Rarefied,0.6890947130969071
CHOMP-293,Faith PD,Rarefied,1.5445126612955116
CHOMP-294,Richness,Raw,6
CHOMP-294,Shannon,Raw,0.6586813784887784
CHOMP-294,Faith PD,Raw,1.403389993354366
CHOMP-294,Richness,Rarefied,5.1360720514708245
CHOMP-294,Shannon,Rarefied,0.6928830191176675
CHOMP-294,Faith PD,Rarefied,1.232357594536475
CHOMP-295,Richness,Raw,6
CHOMP-295,Shannon,Raw,1.0506670854222466
CHOMP-295,Faith PD,Raw,2.3249516059940847
CHOMP-295,Richness,Rarefied,NA
CHOMP-295,Shannon,Rarefied,NA
CHOMP-295,Faith PD,Rarefied,NA
CHOMP-296,Richness,Raw,16
CHOMP-296,Shannon,Raw,1.4982722288075119
CHOMP-296,Faith PD,Raw,4.0944269727541815
CHOMP-296,Richness,Rarefied,15.425051498943885
CHOMP-296,Shannon,Rarefied,1.4232022308022994
CHOMP-296,Faith PD,Rarefied,3.8944269681410444
CHOMP-297,Richness,Raw,23
CHOMP-297,Shannon,Raw,1.7033018137117633
CHOMP-297,Faith PD,Raw,5.579460727058754
CHOMP-297,Richness,Rarefied,19.236803446538637
CHOMP-297,Shannon,Rarefied,1.6419670796643966
CHOMP-297,Faith PD,Rarefied,5.066375448566127
CHOMP-298,Richness,Raw,15
CHOMP-298,Shannon,Raw,1.5955630831597685
CHOMP-298,Faith PD,Raw,3.418644566938796
CHOMP-298,Richness,Rarefied,13.342493308887864
CHOMP-298,Shannon,Rarefied,1.5541004377443746
CHOMP-298,Faith PD,Rarefied,2.6630692950057346
CHOMP-299,Richness,Raw,11
CHOMP-299,Shannon,Raw,0.829097165812486
CHOMP-299,Faith PD,Raw,2.820401983873401
CHOMP-299,Richness,Rarefied,10.99551276509371
CHOMP-299,Shannon,Rarefied,0.8352137971335042
CHOMP-299,Faith PD,Rarefied,2.820401983873401
CHOMP-300,Richness,Raw,20
CHOMP-300,Shannon,Raw,2.038234098964754
CHOMP-300,Faith PD,Raw,4.339227035823736
CHOMP-300,Richness,Rarefied,17.15112873814815
CHOMP-300,Shannon,Rarefied,2.031031377487417
CHOMP-300,Faith PD,Rarefied,4.31075388340598
CHOMP-301,Richness,Raw,5
CHOMP-301,Shannon,Raw,0.8373612862514026
CHOMP-301,Faith PD,Raw,2.204346361193127
CHOMP-301,Richness,Rarefied,4.999982051517289
CHOMP-301,Shannon,Rarefied,0.8148504816095927
CHOMP-301,Faith PD,Rarefied,2.204346361193127
CHOMP-302,Richness,Raw,7
CHOMP-302,Shannon,Raw,0.9167446965028268
CHOMP-302,Faith PD,Raw,2.2973303091284167
CHOMP-302,Richness,Rarefied,5.869850661177263
CHOMP-302,Shannon,Rarefied,0.8996480570360564
CHOMP-302,Faith PD,Rarefied,2.2973303091284167
CHOMP-303,Richness,Raw,10
CHOMP-303,Shannon,Raw,0.26569668352628023
CHOMP-303,Faith PD,Raw,3.1749190499500126
CHOMP-303,Richness,Rarefied,6.873710385041382
CHOMP-303,Shannon,Rarefied,0.26456170511476274
CHOMP-303,Faith PD,Rarefied,2.1226359836408903
CHOMP-304,Richness,Raw,6
CHOMP-304,Shannon,Raw,1.0676765997194133
CHOMP-304,Faith PD,Raw,1.7611057549942926
CHOMP-304,Richness,Rarefied,5.485038531187285
CHOMP-304,Shannon,Rarefied,1.065492853287559
CHOMP-304,Faith PD,Rarefied,1.3894637795513696
CHOMP-305,Richness,Raw,5
CHOMP-305,Shannon,Raw,1.5546967506280647
CHOMP-305,Faith PD,Raw,0.5452800549277435
CHOMP-305,Richness,Rarefied,5
CHOMP-305,Shannon,Rarefied,1.558407774047378
CHOMP-305,Faith PD,Rarefied,0.5452800549277435
CHOMP-306,Richness,Raw,6
CHOMP-306,Shannon,Raw,1.0914034071187064
CHOMP-306,Faith PD,Raw,1.736437367427989
CHOMP-306,Richness,Rarefied,5.9628271697260935
CHOMP-306,Shannon,Rarefied,1.0387118472760204
CHOMP-306,Faith PD,Rarefied,1.736437367427989
CHOMP-307,Richness,Raw,19
CHOMP-307,Shannon,Raw,1.9000504568511118
CHOMP-307,Faith PD,Raw,4.693450811486428
CHOMP-307,Richness,Rarefied,17.978680540353164
CHOMP-307,Shannon,Rarefied,1.9411249099318
CHOMP-307,Faith PD,Rarefied,4.693450811486428
CHOMP-308,Richness,Raw,22
CHOMP-308,Shannon,Raw,1.3392901668533927
CHOMP-308,Faith PD,Raw,4.74503877220651
CHOMP-308,Richness,Rarefied,19.205515503710707
CHOMP-308,Shannon,Rarefied,1.310453201962684
CHOMP-308,Faith PD,Rarefied,4.313803205711896
CHOMP-309,Richness,Raw,12
CHOMP-309,Shannon,Raw,1.4382545827353952
CHOMP-309,Faith PD,Raw,3.01688826976966
CHOMP-309,Richness,Rarefied,11.973043250855229
CHOMP-309,Shannon,Rarefied,1.4574224525282047
CHOMP-309,Faith PD,Rarefied,3.01688826976966
CHOMP-310,Richness,Raw,9
CHOMP-310,Shannon,Raw,1.963260913466279
CHOMP-310,Faith PD,Raw,2.466446566833812
CHOMP-310,Richness,Rarefied,9
CHOMP-310,Shannon,Rarefied,1.9529924480176726
CHOMP-310,Faith PD,Rarefied,2.466446566833812
CHOMP-311,Richness,Raw,6
CHOMP-311,Shannon,Raw,0.9479980982794215
CHOMP-311,Faith PD,Raw,1.9950075630144963
CHOMP-311,Richness,Rarefied,5.702357635284152
CHOMP-311,Shannon,Rarefied,0.9474224396939547
CHOMP-311,Faith PD,Rarefied,1.9950075630144963
CHOMP-312,Richness,Raw,6
CHOMP-312,Shannon,Raw,1.1665662321613952
CHOMP-312,Faith PD,Raw,2.1292063319685104
CHOMP-312,Richness,Rarefied,5.9828162508633485
CHOMP-312,Shannon,Rarefied,1.1781991137937051
CHOMP-312,Faith PD,Rarefied,2.1292063319685104
CHOMP-313,Richness,Raw,12
CHOMP-313,Shannon,Raw,1.306489360985777
CHOMP-313,Faith PD,Raw,2.729502188542699
